ea_id,area_km2,total_area_m2,tarim_area_m2,yesillik_area_m2,tarim_ratio,yesillik_ratio
10101016,118.23518632481435,118235186.32481435,16770736.562080745,24766604.987677086,0.14184217983983524,0.2094689893720686
10101204,55.382101880222265,55382101.88022227,8013274.862540392,4771042.526818404,0.14469069591961525,0.08614773301917981
10101215,72.03598727726114,72035987.27726114,11370988.467882315,8813670.035549738,0.1578514975315911,0.12235092998207382
10101219,68.43718106986697,68437181.06986697,24087296.855638884,17605708.736960825,0.35196214220232647,0.2572535639506732
10101355,67.59059010850304,67590590.10850304,28016679.196305595,18692727.05976089,0.4145056161121019,0.27655812783633776
10101374,131.20945066557738,131209450.66557738,19901349.49565967,24109350.132576488,0.15167618944144215,0.18374705488269788
10101470,142.33449980270564,142334499.80270565,71021265.9010927,13819874.050325222,0.4989743596916947,0.09709433812239048
10101562,77.65743977971063,77657439.77971064,18757889.536613032,4155373.377166896,0.24154658703432894,0.0535090184398863
10101568,131.97545615930022,131975456.15930022,60357372.39028194,10620209.68756947,0.4573378577106634,0.08047109664656439
10101706,138.9892693111186,138989269.3111186,69472875.82628681,36611458.541434005,0.49984344957434246,0.2634121232732118
10102004,101.2970455229532,101297045.5229532,44208438.88962875,23790989.914586686,0.43642377387612385,0.23486361119185667
10102379,74.49646010687965,74496460.10687965,18783643.164229944,8487193.27278433,0.2521414190322756,0.11392747065575735
10102621,132.42415960974114,132424159.60974114,14522345.104380362,23059242.64897258,0.10966537486194548,0.17413168954161395
10103414,71.37629633750954,71376296.33750954,21640484.172434777,6096882.945924392,0.3031886674268683,0.08541887515562178
10103452,124.14670522347096,124146705.22347096,36645293.042032115,9648721.915145827,0.29517733053058925,0.07772032208005515
10103681,112.99402045896808,112994020.45896807,11458422.648867898,6290952.204290422,0.10140733644422216,0.05567508952011206
10104150,142.7407258525167,142740725.8525167,63870901.931418836,25227843.76151527,0.44746095797083063,0.17673893425189185
10104351,73.19081886064188,73190818.86064188,11598814.645494996,16693379.302655231,0.15847362860606304,0.2280802368728797
10104440,129.91251286200827,129912512.86200827,45573588.896676116,8488235.322463522,0.35080215056023056,0.06533808896052713
10105352,101.81650368527141,101816503.68527141,20872989.367021225,15419614.9016581,0.20500595297931717,0.15144514242329726
10105511,73.15556248170675,73155562.48170675,19438678.944532078,14180403.981262773,0.26571703210392106,0.1938390397149734
10105513,66.59039932407445,66590399.324074455,19175028.920754902,10447538.41112135,0.2879548570873721,0.15689256284943537
10120286,99.77889684977939,99778896.84977938,33432463.176686734,5966108.671645236,0.3350654720809399,0.05979329156772921
10120288,108.27246406153199,108272464.06153199,33327102.55416504,15134463.552785981,0.30780774080494755,0.13978127942285457
10201137,68.43379874284797,68433798.74284796,16819365.36929783,13815600.998506347,0.24577570846972197,0.20188271369270172
10201210,51.48949167602323,51489491.67602323,5982302.895019776,5277421.789261908,0.1161849282308125,0.10249512313052044
10201247,97.11332288904609,97113322.88904609,14629329.325545684,20334991.029386386,0.15064183667425307,0.20939445201169277
10201442,122.82433281832617,122824332.81832618,42938943.373330005,20510986.77707612,0.3495963901293282,0.1669944896620334
10201688,141.8600491773543,141860049.1773543,48573889.175582,30781391.880065218,0.3424071079719888,0.21698421830928688
10202195,112.55340057354641,112553400.57354641,41341864.25686986,20144967.326199975,0.36730888668135453,0.17898141880694696
10202514,141.71225725476023,141712257.25476024,18727389.683942664,7696546.915904936,0.13215081071128443,0.05431108829258595
10203013,136.46902510937747,136469025.10937747,27282706.75802523,40630234.09164569,0.19991867558340531,0.2977249530366417
10203085,71.81428732499879,71814287.32499878,13928247.8469171,15506956.618883627,0.19394814549762485,0.21593135845944134
10203176,136.61274307382428,136612743.0738243,58176872.62045553,7739032.015681441,0.425852459378678,0.05664941528550772
10203221,123.07519363712538,123075193.63712539,49712608.422033824,16289041.65862637,0.40392061919972566,0.13235032322315854
10203623,77.78652902989279,77786529.02989279,31165686.679665267,7852018.097732394,0.40065660556326566,0.10094316066879551
10203744,129.70435531834647,129704355.31834647,63394447.929086305,23519325.80091965,0.4887611350713006,0.18133027023798698
10204101,136.52217128437366,136522171.28437364,63665820.00634619,24634539.4036229,0.46634051749536887,0.18044350724769476
10204322,79.94378956374572,79943789.56374572,28590294.86032075,11227239.081780216,0.3576299674601161,0.14043916535665124
10204453,102.7042084030297,102704208.4030297,31174586.696170773,23145263.079035982,0.3035375782639414,0.22535846815750554
10204586,57.14868066233969,57148680.662339695,24406007.876932517,15153858.186598811,0.4270616153176706,0.26516549482803764
10204723,108.32384101510581,108323841.01510581,34649009.52393097,13093389.890882727,0.3198650380122613,0.12087265156205869
10205202,73.79063996296176,73790639.96296176,30036295.393683482,5490013.782070977,0.4070474982837905,0.07439986676937098
10205507,126.49636461036484,126496364.61036484,21766025.857327275,37874177.84094261,0.17206839045826472,0.29940921984282287
10220027,67.36316361754025,67363163.61754026,20559389.67216891,17504358.840367172,0.3052022584464187,0.25985060529148496
10220103,81.2742256250767,81274225.6250767,23849290.953294076,9938261.763701865,0.29344224161928545,0.12228060848648027
10220521,51.4474476790067,51447447.6790067,15118359.996531216,10307115.43088004,0.29386025310445696,0.20034259999035658
10220705,53.255192160658936,53255192.16065893,16392018.443963712,3698938.2468550177,0.3078013200011124,0.06945685663279842
10301026,99.67018417953405,99670184.17953405,34445629.68850655,28875461.10959544,0.345596127588771,0.2897101209082007
10301306,96.83125344265761,96831253.4426576,33132483.810953267,11990346.264689079,0.34216725109908813,0.12382723385677981
10301347,62.769032289247775,62769032.28924777,30194054.63973066,7428947.212063876,0.481034254289481,0.11835369992371926
10301663,75.75625049095238,75756250.49095239,14228489.893061934,7862474.4306526175,0.18781935220990445,0.10378647807538517
10301741,50.31811092933116,50318110.92933116,7928473.406089252,5441994.949981726,0.15756699247363098,0.1081518135214712
10302010,88.10677478158192,88106774.78158192,34517423.19733043,24219255.68323293,0.39176809368972665,0.2748852825821039
10303454,107.58730840369665,107587308.40369666,21236878.237826467,12421484.114631154,0.197392039571619,0.11545492027760736
10304012,92.72987712829502,92729877.12829502,19677387.078415386,14602674.761288004,0.2122011555260775,0.15747540289614204
10304360,133.51023473085695,133510234.73085696,22933539.610422645,23675772.211691525,0.1717736445947708,0.17733301315378158
10304625,111.64912514101897,111649125.14101897,32491137.395747997,27263601.924138606,0.2910111239538143,0.24419001841441373
10305446,76.60839120112747,76608391.20112747,20209033.439709883,22345281.20824841,0.26379660403849414,0.2916819013935845
10306417,131.1022111318083,131102211.13180831,64248851.98876597,36160338.60485654,0.49006688319063574,0.2758179155994665
10306431,99.94867503030173,99948675.03030173,36988373.70579562,18030173.43990328,0.37007367726067153,0.18039432172999814
10307413,125.88103210038678,125881032.10038677,42037850.76924143,28382928.099179503,0.33394904750794674,0.2254742245562848
10308129,106.60890863267188,106608908.63267188,35280845.46871214,11954351.21661496,0.3309371226214749,0.11213276047881211
10308636,93.74403615572591,93744036.15572591,20061351.42549976,17537845.808393285,0.21400136209384246,0.18708225640359383
10309273,89.61544444174234,89615444.44174235,40763725.61018646,8732929.33161444,0.4548738876889278,0.09744893177750837
10309281,52.22352879198788,52223528.79198788,7652957.089564594,4129291.8735639495,0.1465423204174343,0.07906956824023474
10310469,96.93507881679626,96935078.81679626,38213933.83427045,6713962.941464767,0.394221929777283,0.06926246951481733
10312048,112.35584021581056,112355840.21581055,16809018.10925769,28035858.462038487,0.14960520144721726,0.24952738022507637
10312078,144.61134210107417,144611342.10107416,43290291.41736806,18345093.00490825,0.29935612786935406,0.12685791265311813
10312187,93.53260801654868,93532608.01654868,17449358.940465584,26508469.562233217,0.18655909752220612,0.28341420307175746
10312600,98.56414030799971,98564140.3079997,31691240.77731305,22410457.29115935,0.3215291147295779,0.2273692767078339
10320227,101.91151439794956,101911514.39794956,18191613.15654265,20467704.69643009,0.17850400186878845,0.20083799968379135
10401140,90.8590979992116,90859097.9992116,27361996.8555047,12323442.502389824,0.30114757308885154,0.1356324547982719
10401212,107.87957188512473,107879571.88512473,12130369.86054227,15906836.149297012,0.11244362253735361,0.14744993766044384
10401424,57.035067327572534,57035067.32757253,11333294.604102384,14459027.864658685,0.19870748182011028,0.253511191309995
10401502,98.83838312032239,98838383.12032239,38957935.80675671,18498776.983646456,0.3941579635042257,0.1871618737543156
10401522,111.01448283017324,111014482.83017324,34178678.092323184,24394207.35432815,0.3078758484567166,0.21973896317335195
10401541,124.38791073196565,124387910.73196565,37074328.021920346,22634723.572119668,0.29805410995132064,0.18196883795961144
10401604,92.98303204342466,92983032.04342465,32971358.917867094,26093922.48557104,0.35459543739624355,0.2806310131227463
10401635,80.28021327223843,80280213.27223843,24895048.973582756,13339934.736094818,0.31010192871761677,0.16616715616907657
10401742,50.58900333174697,50589003.33174697,10382218.62642956,12360009.763105426,0.2052267872989352,0.24432206505537024
10402537,125.64789701459573,125647897.01459573,57293997.59494895,27135590.273444153,0.45598851199470103,0.21596533581689775
10403332,57.75759701985764,57757597.019857645,13010747.33055749,13816062.015231038,0.2252646924712651,0.23920770129132857
10403488,98.99880376589138,98998803.76589139,10621812.27084496,14540699.710918205,0.10729232947059662,0.14687752940230975
10404186,80.43610967824563,80436109.67824563,14140749.121068293,10843086.643982328,0.17580100750313554,0.1348037179738803
10404707,134.0822162176361,134082216.21763611,35347891.15947937,20431491.747751955,0.26362848225975244,0.15238032547574015
10405213,145.0475862250084,145047586.2250084,15071061.537456267,9061925.8066822,0.10390425604240622,0.06247553677056493
10405404,81.88745787343831,81887457.87343831,26063281.288407125,5468227.514525808,0.31828172427442303,0.0667773509708564
10407068,139.77682889262576,139776828.89262575,67276049.8688309,37454439.792046495,0.4813104604090801,0.2679588604833665
10407194,83.75290506103423,83752905.06103423,27126041.81325037,19147585.029534303,0.3238818019922114,0.22861995074177616
10407628,131.21121105135765,131211211.05135766,23988935.727351893,35148224.021553636,0.18282687534956393,0.26787515898924363
10408441,129.8843598059114,129884359.8059114,16322615.980246704,21784329.41756021,0.12567037328157055,0.1677209592449232
10409468,115.5285177011079,115528517.7011079,36533386.78312236,15551717.710219542,0.3162283002508567,0.13461366959155924
10420001,72.87034547756053,72870345.47756054,27266586.633856077,7164953.911049454,0.37417946155137227,0.09832468700530324
10420035,63.767446474226844,63767446.47422685,22740981.498284366,3333132.89515492,0.35662368113604304,0.05227013279420066
10420080,92.43711389270112,92437113.89270112,30226358.774723805,4898819.404452191,0.32699375285353316,0.052996239260981556
10501055,65.15387530193068,65153875.30193068,16103475.473202208,16699153.919051398,0.2471606700073759,0.2563033103044994
10501216,137.32729487880516,137327294.87880516,35065723.08118619,8053327.210538454,0.25534416236868707,0.05864331062259488
10501505,67.91267574878015,67912675.74878015,30218327.823315,5518955.772410266,0.4449585808560603,0.08126547380971656
10501709,53.02946616123272,53029466.16123272,6328306.571121555,15472286.265972905,0.11933566428673337,0.2917677168186156
10502043,105.92496771336656,105924967.71336655,23253771.7069759,7818789.627010327,0.21953059990445986,0.07381441595684983
10502268,92.88062533520196,92880625.33520195,19959874.21144038,7269640.838261492,0.21489814629699253,0.07826864657753636
10502439,135.8597421559354,135859742.1559354,66917968.68719084,36207205.96025743,0.49255185992024453,0.26650430352429183
10502593,66.08313755289944,66083137.55289944,19871787.988226116,17458148.38243818,0.3007089058433217,0.26418461696772433
10502730,86.03536993918074,86035369.93918075,14839927.560825465,17941821.47614492,0.17248635731230025,0.2085400631022819
10503211,114.05099368325804,114050993.68325804,50089252.707870565,20580995.379627954,0.4391829574670628,0.18045432762107633
10503367,143.107934961176,143107934.961176,35705229.64002234,8004481.136372076,0.24949860152554693,0.05593317476451341
10505136,76.18010220904331,76180102.20904331,19351001.673281517,4658030.547684426,0.254016483466786,0.06114497634700565
10505151,118.8098413581847,118809841.3581847,27903993.447801687,9428586.466826422,0.2348626437744116,0.07935863190323918
10505231,64.90526523553626,64905265.23553626,10391477.254104566,16881998.880176496,0.16010222308459393,0.26010214762874795
10505310,124.01549734210762,124015497.34210762,34557019.28112619,23431047.28438086,0.27865081398494596,0.1889364457390697
10505508,79.31812830210596,79318128.30210596,25356794.140734408,18957523.2169594,0.3196847263485057,0.23900618462344703
10506127,74.37451045704073,74374510.45704073,20909252.58826719,15303738.70865633,0.28113465836315693,0.20576590843573866
10506548,72.98214378449171,72982143.78449172,18429828.93344232,7789688.420261825,0.2525251791433202,0.10673416833662659
10507175,87.06511651675652,87065116.51675652,16705857.00368018,17469314.671174318,0.19187773096777488,0.20064654330086584
